bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_ratio,objective_main,objective_total,objective_uniformity,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,1.2041765908388402,53.020721435546875,0.003303660683092905,81.09225000133922,81.09225000133922,0.267901278032965,0.03534769266843796,1052.198358593611,0.007229036286195673,0.9137706043065142,7.567711187152256,2.183843836293375,2.0,8.481481791458771,9.266730742283077,26.22969432520062,1.6677001859714802,25,81.09225000133922,
0.0,0.7504282914657475,10.24236011505127,0.5466165827478957,0.8898427948369783,0.8898427948369783,0.4864028276966259,0.028650570660829544,1165.60652496584,0.0743776014134137,1.3983429430491892,2.2316952514291932,5.979340832408462,6.0,3.630038194478382,2.6725143847260178,24.45274355159631,4.865806656294481,26,0.8898427948369783,
0.0,0.7233210826366347,8.960770606994629,0.92658408008352,0.495034049881172,0.495034049881172,0.4586906697191651,0.028249064460396767,1970.0884087869122,0.08051717836028333,0.8851032335263366,1.70816393475502,5.499396971152436,5.0,2.5932671682813564,9.7184152261065,22.684751067513282,1.6692954196913363,27,0.495034049881172,
0.0,0.6985836804449544,7.453195095062256,0.8886997167061792,0.469094126451474,0.469094126451474,0.4168838172859576,0.0279235877096653,1549.5837479963316,0.09619628381130624,0.5671021193070725,4.699233230436254,4.427409239473931,4.0,5.2663353497433265,6.602366653092464,27.66770805206577,0.3950896489784933,28,0.469094126451474,
0.0,0.7010938370163542,7.965184211730957,0.48702700535050136,0.916550270946039,0.916550270946039,0.44638473371204,0.025688234716653824,902.3065980674128,0.07960451267572244,1.4452980968770945,3.8001483574915826,4.157404560509704,4.0,5.245446454368677,6.120245379950524,27.102031197425234,0.9968030665206395,29,0.916550270946039,
0.0,0.6989658997517698,39.2879524230957,0.05570935093905648,11.164774635113739,11.164774635113739,0.6219823483030276,0.028968483209609985,2569.069838234488,0.0054006705563036245,1.129112672510865,2.9869452145196504,5.3682268329057585,5.0,4.116057887030515,3.0252786464471315,23.605568081599706,1.3673360082333512,30,11.164774635113739,ood:cond:pp:2569.07 outside [505.725,2097.14]
0.0,0.6962348284784203,11.372967720031738,0.33898572927768233,1.5926129753344702,1.5926129753344702,0.5398730709008549,0.023922400549054146,2442.47074830455,0.02032761044410081,0.8993176973675244,4.461287403778708,4.333446869858106,4.0,5.360605101146232,2.31170598686297,23.754126391447898,0.8802344167933457,31,1.5926129753344702,ood:cond:pp:2442.47 outside [505.725,2097.14]
0.0,0.8917440182918004,14.681742668151855,0.13155475495900124,5.017627909482321,5.017627909482321,0.6600928101073923,0.027065254747867584,1174.1893625063803,0.019467579995322424,0.8900601334223975,8.208515709583851,2.1587493300144085,2.0,9.098575843006248,3.9592440494509606,22.156395735463455,3.3916876168759864,32,5.017627909482321,
0.0,0.7485767658281756,10.708189010620117,0.5516707062770516,0.8315961101304565,0.8315961101304565,0.45876721341291776,0.028425736352801323,2222.221361384709,0.042669117657580066,0.6069117936361603,4.146126665179817,4.112451660789869,4.0,4.753038458815977,6.160988113125087,25.173141948388995,1.8979285139326922,33,0.8315961101304565,ood:cond:pp:2222.22 outside [505.725,2097.14]
0.0,1.6380178951044317,103.31336975097656,0.002179197482360406,486.6839824283949,486.6839824283949,1.0605805092130942,0.05303911864757538,1178.3324278795026,0.004806158688145246,0.6299730027040958,5.452673847935812,2.5611649250358663,3.0,6.082646850639908,4.46846847158457,22.716409023504298,2.1561944534245048,34,486.6839824283949,
0.0,0.8253533584530822,14.706814765930176,1.0919062112578029,0.33003806153906956,0.33003806153906956,0.360370609345995,0.02631363831460476,2662.3242788134276,0.09201340612327723,0.890451606464185,3.4208879831609016,4.261492526392997,4.0,4.311339589625087,9.496790966351108,26.742149324851457,0.2383829266587345,35,0.33003806153906956,ood:cond:pp:2662.32 outside [505.725,2097.14]
0.0,0.717185304258557,9.505584716796875,0.6822466939991735,0.6345829819405525,0.6345829819405525,0.43294214149707916,0.02882511541247368,1563.8360254583322,0.07780703777558909,0.8948151918601872,3.102278182235633,5.7508511843142145,6.0,3.99709337409582,3.7784293368622626,27.760989581437183,3.344356870486405,36,0.6345829819405525,
