representation,display_name,epoch,train_loss,val_loss,selected_epoch
sdf,Union SDF,33,0.0487388224586,0.110718016746,102
sdf,Union SDF,34,0.087228026637,0.369880877901,102
sdf,Union SDF,35,0.0992663363011,0.0892349493224,102
sdf,Union SDF,36,0.0520697126022,0.123163537122,102
sdf,Union SDF,37,0.0484072651652,0.0852657861542,102
sdf,Union SDF,38,0.0303092648179,0.070203857962,102
sdf,Union SDF,39,0.0316755954502,0.0500894216821,102
sdf,Union SDF,40,0.052053647833,0.180758220609,102
sdf,Union SDF,41,0.061296067543,0.100009247893,102
sdf,Union SDF,42,0.0433483091937,0.0611479692161,102
sdf,Union SDF,43,0.0255307098583,0.0556507294532,102
sdf,Union SDF,44,0.017364755554,0.0535425669514,102
sdf,Union SDF,45,0.030749748505,0.0607858257135,102
sdf,Union SDF,46,0.0626790386922,0.109322824981,102
sdf,Union SDF,47,0.037435298079,0.0627270273399,102
sdf,Union SDF,48,0.0254468846156,0.0439557845239,102
sdf,Union SDF,49,0.0295479275324,0.038305489812,102
sdf,Union SDF,50,0.0172173716209,0.0468668802641,102
sdf,Union SDF,51,0.0158005122883,0.0274778712774,102
sdf,Union SDF,52,0.0084990230321,0.0429096686421,102
sdf,Union SDF,53,0.0311502816248,0.0669458137127,102
sdf,Union SDF,54,0.0284006420552,0.056320200325,102
sdf,Union SDF,55,0.0261367147493,0.0514757522615,102
sdf,Union SDF,56,0.0226619316966,0.028134978842,102
sdf,Union SDF,57,0.0136520042391,0.0295590774622,102
sdf,Union SDF,58,0.0171641535515,0.0549223964335,102
sdf,Union SDF,59,0.0144101202235,0.0314022941748,102
sdf,Union SDF,60,0.00827539337309,0.0243324544281,102
sdf,Union SDF,61,0.00678862026712,0.0230372783262,102
sdf,Union SDF,62,0.00626808565328,0.02816805162,102
sdf,Union SDF,63,0.00637775923159,0.0214861624409,102
sdf,Union SDF,64,0.00811735009965,0.0270955691813,102
sdf,Union SDF,65,0.00954561864335,0.0333334108582,102
sdf,Union SDF,66,0.0091531662139,0.0262834344758,102
sdf,Union SDF,67,0.00742179615069,0.0402286994504,102
sdf,Union SDF,68,0.00999640236253,0.030577097903,102
sdf,Union SDF,69,0.00771779819061,0.0219572610222,102
sdf,Union SDF,70,0.012479399349,0.020415410283,102
sdf,Union SDF,71,0.0108151984578,0.0205330343451,102
sdf,Union SDF,72,0.0100800178575,0.0258775517577,102
sdf,Union SDF,73,0.00830059400184,0.025450950372,102
sdf,Union SDF,74,0.00635644501316,0.0258006714284,102
sdf,Union SDF,75,0.0052038388026,0.0167446770356,102
sdf,Union SDF,76,0.00521231560079,0.0163613272598,102
sdf,Union SDF,77,0.00487261617541,0.0159693831811,102
sdf,Union SDF,78,0.00455000150581,0.0163464494399,102
sdf,Union SDF,79,0.0040986848675,0.0184828232741,102
sdf,Union SDF,80,0.00377032115014,0.0156936172862,102
sdf,Union SDF,81,0.00358200409457,0.0167160329293,102
sdf,Union SDF,82,0.00359684383208,0.0185302420869,102
sdf,Union SDF,83,0.00331206916528,0.0166599885561,102
sdf,Union SDF,84,0.00325283041355,0.018441461958,102
sdf,Union SDF,85,0.00313217528647,0.0149845402921,102
sdf,Union SDF,86,0.00323393539972,0.0153635180905,102
sdf,Union SDF,87,0.00320030337872,0.0174350843299,102
sdf,Union SDF,88,0.00341115189811,0.0185495355399,102
sdf,Union SDF,89,0.00337414254582,0.0136683066958,102
sdf,Union SDF,90,0.00302991974602,0.015313363634,102
sdf,Union SDF,91,0.00300401922019,0.0172100400086,102
sdf,Union SDF,92,0.00314026192226,0.0174842646229,102
sdf,Union SDF,93,0.00301453536135,0.0184404433239,102
sdf,Union SDF,94,0.00296760647776,0.0190975078731,102
sdf,Union SDF,95,0.00309390080618,0.0146263120114,102
sdf,Union SDF,96,0.00301369882858,0.0162679860368,102
sdf,Union SDF,97,0.00283838394126,0.0143917261157,102
sdf,Union SDF,98,0.00272674807268,0.0152253179112,102
sdf,Union SDF,99,0.00274924539873,0.0143211573595,102
sdf,Union SDF,100,0.00271522418675,0.0156335218926,102
sdf,Union SDF,101,0.00271283594037,0.0139910149737,102
sdf,Union SDF,102,0.00268834865482,0.0147039673757,102
sdf,Union SDF,103,0.00266298641331,0.0151813828852,102
sdf,Union SDF,104,0.00263949721661,0.0143998502754,102
sdf,Union SDF,105,0.00262925162369,0.0146875357023,102
sdf,Union SDF,106,0.00259290087541,0.0144433982787,102
sdf,Union SDF,107,0.00265936564562,0.0143158088904,102
sdf,Union SDF,108,0.00258909634745,0.0147293175687,102
sdf,Union SDF,109,0.00259936449036,0.0145768173388,102
sdf,Union SDF,110,0.00257858118198,0.0144950033864,102
sdf,Union SDF,111,0.00256408076563,0.0144648505957,102
sdf,Union SDF,112,0.00256609713173,0.0145118730143,102
sdf,Union SDF,113,0.00256469912883,0.0144184234086,102
sdf,Union SDF,114,0.00256095923409,0.0144721818506,102
sdf,Union SDF,115,0.00255527175877,0.0144904979388,102
sdf,Union SDF,116,0.00255157515486,0.0144554295111,102
sdf,Union SDF,117,0.00255248812626,0.0144543526694,102
sdf,Union SDF,118,0.00255243375133,0.0144477861468,102
sdf,Union SDF,119,0.00255214755176,0.0144477861468,102
