case_id,case_index,var,region,boundary_type,n_points,rmse,r2
case_g017_op04,12.0,ne,plasma_deep,na,110070.0,9213373109499070.0,0.9128123480410106
case_g017_op04,12.0,ne,chamber_near,na,2072.0,2652048988731473.5,0.0
case_g017_op04,12.0,ne,chamber_far,na,124681.0,2654686195616328.0,0.0
case_g017_op04,12.0,ne,all_plasma,na,128000.0,8709861782937314.0,0.9289088586020284
case_g017_op04,12.0,ni,boundary_in,na,4998.0,4105882275095681.5,0.9580169715171032
case_g017_op04,12.0,ni,plasma_mid,na,12932.0,4546071920085531.0,0.9457942997663007
case_g017_op04,12.0,ni,plasma_deep,na,110070.0,8242650281243876.0,0.9302146098534125
case_g017_op04,12.0,ni,chamber_near,na,2072.0,2086449462890495.8,0.0
case_g017_op04,12.0,ni,chamber_far,na,124681.0,1803401675802649.8,0.0
case_g017_op04,12.0,ni,all_plasma,na,128000.0,7821153902268684.0,0.9426517461030554
case_g017_op04,12.0,Te,boundary_in,na,4998.0,0.47159053910095794,-0.17845051269156853
case_g017_op04,12.0,Te,plasma_mid,na,12932.0,0.1727026317602031,0.8385323239537463
case_g017_op04,12.0,Te,plasma_deep,na,110070.0,0.19288084105661735,0.5771459417544434
case_g017_op04,12.0,Te,chamber_near,na,2072.0,0.26992934947613406,0.0
case_g017_op04,12.0,Te,chamber_far,na,124681.0,0.12455770277098725,0.0
case_g017_op04,12.0,Te,all_plasma,na,128000.0,0.20901913933220023,0.5775902693701234
